"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
62015.8,38460,105675,33145.6,18732,115963,2189.88,581.28,561.96,85.56,164.7,18366.7,0.407901
46831.4,22058,139140,58144,31287,121793,4074.84,639.24,621.18,93,247.5,16418.5,0.407901
41465.2,27302,99533.5,21976.1,15630,92144.9,2186.52,467.88,565.74,67.89,147.6,14268.6,0.408944
50706.6,36223,91740.3,19306.6,14594,86698.3,1330.56,316.26,328.02,27.9,78.3,11148,0.409987
52168.9,32427,105435,29167.3,19158,99776,1379.28,240.66,303.66,27.9,115.2,7936.09,0.409987
63324.1,45803,90605.6,29567.2,21334,90827.5,3647.28,633.78,873.18,30.69,281.7,24574.1,0.409987
48136.2,26230,120269,33925.1,20706,107375,1181.88,338.94,249.48,78.12,222.3,10053.6,0.41103
55349,39221,92484.9,20927.8,15721,87241.4,991.2,210.84,369.18,32.55,136.8,6949.02,0.412074
47235.3,27930,110835,28853.2,18723,100995,1414.56,449.82,602.28,71.61,189.9,14403.1,0.413117
32188.1,19453,108440,28859,19785,95592.9,990.36,118.86,111.3,45.57,128.7,3468.61,0.413117
43992.9,30067,95889.8,24777.5,18223,89108.1,2266.32,582.96,620.76,72.54,196.2,21809.9,0.41416
76685.7,54856,91615.8,16270.8,12421,85848.4,308.28,170.94,185.64,39.06,95.4,5629.78,0.415203
124102,67427,120621,108562,48319,147245,4697.28,1195.32,1229.34,212.04,453.6,35680.2,0.415203
97197.1,51741,123111,31388.3,18601,110589,1171.8,452.76,437.22,149.73,369.9,14993.1,0.41729
44968.7,39566,74484.9,11010.7,9111,79200.8,1041.6,130.62,194.46,35.34,114.3,5832.74,0.442327
38704.4,28995,87481.7,13230,10515,82457.6,599.76,121.8,202.02,30.69,80.1,5420.33,0.448586
47558.7,32593,95628.1,17110,13553,82735.8,5319.72,634.62,663.18,52.08,85.5,21278.9,0.44963
87683.4,60083,95641.4,41547.2,30371,89652.6,3643.08,748.86,1034.04,56.73,66.6,26029,0.450673
71043.7,46975,99114.9,24157.6,18498,85587.1,1401.96,247.8,388.92,50.22,174.6,9169.78,0.450673
61551,42829,94184,21064.7,15529,88897.9,1400.28,261.66,273.42,58.59,116.1,10862.5,0.451716
55479.2,37862,96029.9,19514.9,14586,87681.8,868.56,242.34,226.8,23.25,108,7832.84,0.451716
54998.3,29717,121290,32085.5,18789,111914,1326.36,425.46,567,106.02,184.5,13520.4,0.452759
56171.5,42117,87405.5,14254.8,11281,82812,1009.68,285.6,354.9,58.59,149.4,9248.25,0.453803
72648.1,50791,93738.4,31053.1,21071,96582.8,525,331.38,393.54,123.69,227.7,9566.26,0.453803
41637.4,27653,98678.2,36551.8,23593,101532,1740.48,158.34,108.36,52.08,155.7,3931.17,0.455889
40446,29044,91263.9,9973.32,7948,82236,429.24,127.68,161.28,1.86,36.9,5384.93,0.456932
48995.1,27752,115701,34177.1,23473,95421.5,1370.04,419.16,463.26,71.61,182.7,16404.9,0.456932
61686.1,39144,103277,31694.9,22972,90421.2,1633.8,378,403.2,75.33,170.1,11095.5,0.457975
63709.8,42823,97501,17825.6,13483,86644,1286.04,330.54,306.18,68.82,126,10054.8,0.457975
70737.1,36826,125885,40215,25783,102220,1938.72,951.72,943.32,107.88,382.5,30133.1,0.461105
45654,29874,100153,25263.8,17946,92259.6,890.4,186.48,243.18,89.28,188.1,7997.45,0.465278
52490.9,37693,91264.8,18683.3,14697,83311.4,462,192.78,307.44,9.3,40.5,5737.16,0.466321
65392.6,37214,115160,38775.2,25678,98963.1,2876.16,536.34,615.3,100.44,400.5,17847.5,0.47571
41721.4,29077,94034.9,16799.2,13301,82772,243.6,88.62,40.74,26.04,87.3,1335.17,0.47571
72497.6,52590,90344.2,54160.7,41671,85178.5,412.44,308.28,368.34,57.66,92.7,483.8,0.48197
49945,32810,99762.1,22946.3,16259,92490.8,2131.08,461.58,399,41.85,183.6,15558.9,0.483013
64124.9,42174,99646.5,19324.2,13171,96153,624.12,193.2,202.44,1.86,179.1,7624.57,0.483013
89600,54339,108063,26933.8,17535,100663,1785.84,661.08,675.78,73.47,330.3,23394.7,0.484056
109813,67209,107080,42556.1,23357,119406,2105.04,439.74,621.6,132.99,264.6,16346.5,0.490315
42578.2,29504,94577.2,11782.7,9224,83715.3,1118.04,385.56,380.94,42.78,49.5,12649.6,0.491359
40903.8,21992,121893,30835.6,20344,99333.4,782.88,280.98,319.2,70.68,121.5,7609.23,0.493445
52535,27765,124003,42682.1,20737,134890,3241.56,553.98,666.96,94.86,327.6,18065.8,0.495532
