"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
230256,163950,135,120470,92086,119,53,57,0,55,133,0,2343,1809,32,-74,88,0,11,95,0,7.87251
306081,199497,131,135122,111844,124,81,106,0,55,105,0,1952,1457,27,55,79,0,59,70,0,7.87251
167262,126487,115,192169,148286,115,168,117,0,382,268,0,360,294,0,39,86,0,95,57,0,7.88519
340661,203052,141,144395,111169,125,29,70,0,106,121,0,5355,3406,56,-11,59,0,-3,66,0,7.88617
327671,210277,126,180854,120645,125,55,56,0,73,183,0,4315,3198,47,113,63,0,-40,57,0,7.88714
343299,184045,158,195828,129772,143,-36,77,0,39,103,0,6379,4461,54,12,47,0,76,89,0,7.89007
250972,169897,118,92438,68327,113,-1,79,0,41,94,0,1514,1135,15,203,88,0,-63,35,0,7.89299
174913,131838,124,95970,76562,112,40,60,0,2,70,0,733,729,0,31,67,0,-58,72,0,7.89494
274053,183784,124,91601,72715,115,-85,55,0,122,153,0,4193,3325,45,12,76,0,5,42,0,7.89787
279073,210806,123,303488,220440,123,92,128,0,488,404,0,713,522,0,47,91,0,69,69,0,7.89787
205180,142116,131,144513,100988,119,55,90,0,12,131,0,1764,1314,22,17,57,0,-5,43,0,7.90469
237319,149272,119,238649,172646,122,183,120,0,182,186,0,5662,4754,50,13,68,0,-112,70,0,7.90567
330244,228247,118,164460,110179,124,153,83,0,122,239,0,2318,1775,33,156,63,0,-7,59,0,7.90567
209643,162016,113,78003,62677,111,-44,69,0,44,79,0,2243,1971,30,-27,76,0,-26,50,0,7.90957
291756,217235,120,96696,74716,117,13,62,0,18,75,0,822,704,0,32,69,0,75,74,0,7.9164
344239,225765,124,186197,132579,126,60,62,0,108,127,0,9439,6876,61,-4,41,0,-56,44,0,7.91835
343956,235911,135,99195,65560,126,2252,1627,28,-1,69,0,54,84,0,-124,55,0,22,49,0,7.9203
219763,178113,115,134291,110343,111,117,86,0,-52,87,0,4737,4664,41,-18,77,0,-123,44,0,7.92127
275299,181987,120,177491,137599,119,-23,88,0,92,95,0,2637,1881,36,158,64,0,-4,58,0,7.92322
257021,166303,126,134483,103403,118,35,46,0,-1,95,0,4517,3600,47,-26,58,0,5,41,0,7.92615
247874,180748,124,88338,64925,117,-120,46,0,-128,32,0,2596,2137,34,85,70,0,-66,45,0,7.92907
375182,256552,140,221273,168588,122,92,88,0,-100,21,0,6107,4652,53,-49,66,0,47,66,0,7.92907
223330,172866,108,172078,137361,116,-37,87,0,155,127,0,6059,5031,49,-82,27,0,-23,32,0,7.93882
220564,154042,126,75261,58523,110,-35,62,0,-56,45,0,2053,1732,29,-105,33,0,8,63,0,7.94565
368311,244485,130,114049,80764,122,-42,27,0,-14,94,0,3084,2384,38,-2,86,0,-65,27,0,7.95638
315119,201991,126,155805,109565,122,107,80,0,16,136,0,4885,3659,49,22,80,0,35,52,0,7.95638
211991,158443,120,93695,71919,110,1069,855,0,13,69,0,-2,53,0,-87,62,0,31,62,0,7.95833
183191,132977,121,118254,88755,110,72,96,0,8,131,0,229,160,0,11,82,0,7,39,0,7.95833
164557,110624,130,136146,95621,118,18,77,0,60,154,0,245,278,0,21,46,0,-30,79,0,7.96125
377135,187004,144,103707,75535,128,79,99,0,63,128,0,2399,1623,36,-13,113,0,-45,33,0,7.9632
179260,130894,121,93494,75785,115,-183,33,0,26,123,0,909,821,0,192,131,0,18,37,0,7.96613
365800,220522,134,293402,168711,147,81,88,0,39,224,0,2374,1882,30,-25,84,0,-31,43,0,7.9671
419504,262653,138,127933,82448,125,78,59,0,8,147,0,607,421,0,244,82,0,-18,69,0,7.96808
284901,195033,132,110927,75517,124,52,61,0,53,137,0,3701,2718,42,-34,63,0,-41,52,0,7.97491
233829,152855,122,149071,123788,119,74,118,0,102,137,0,3294,2443,42,179,100,0,-2,48,0,7.97588
189323,131493,134,171860,121062,117,-51,33,0,-20,97,0,4602,3318,50,-26,64,0,41,79,0,7.97881
396846,269359,125,313732,240825,126,125,82,0,-42,88,0,8272,6415,56,-14,66,0,37,77,0,7.97978
292424,216467,119,134758,90694,118,-112,60,0,53,91,0,3557,2730,42,12,84,0,-102,59,0,7.98076
309546,213532,140,174233,117857,122,-32,56,0,3,93,0,5258,4085,49,46,73,0,93,73,0,7.98076
387540,262332,145,169876,124599,124,118,83,0,-1,109,0,5801,4389,52,111,111,0,59,128,0,7.98076
414553,202090,152,184221,125831,138,17,101,0,3,106,0,6146,3171,69,47,62,0,-47,41,0,7.98076
471517,274716,155,301710,185242,137,207,212,0,156,117,0,6368,4145,58,21,121,0,2,67,0,7.98368
254307,184757,122,81733,60858,116,30,65,0,89,105,0,2472,2046,33,40,33,0,115,84,0,7.98661
223025,172669,113,73482,57216,108,35,68,0,75,96,0,4338,3715,43,-13,40,0,-149,81,0,7.98758
182037,124285,120,120794,92112,115,-15,44,0,171,148,0,3764,3045,43,-42,93,0,9,78,0,7.98953
408129,221587,142,145054,101334,127,-34,78,0,56,137,0,4866,2778,57,4,62,0,-25,51,0,7.99441
296127,215546,118,128019,93827,119,1991,1385,24,-26,75,0,22,78,0,-20,98,0,37,52,0,7.99538
154123,120373,113,126755,100378,114,36,67,0,101,136,0,252,285,0,-75,38,0,-27,33,0,7.99636
290787,196862,119,143849,99238,120,39,68,0,-113,94,0,1879,1491,26,0,50,0,45,51,0,8.00026
369577,236957,138,162568,118483,132,156,83,0,11,81,0,2160,1547,30,16,82,0,17,64,0,8.00221
237210,162473,126,99153,71740,115,48,55,0,-116,17,0,3267,2424,40,8,67,0,-70,49,0,8.00319
146386,123809,104,129820,109721,112,2339,1931,28,265,215,0,-47,77,0,-51,48,0,-109,0,0,8.00806
252441,132480,148,298142,166503,136,-42,37,0,-30,91,0,3937,2206,53,56,56,0,64,68,0,8.01391
255462,193661,134,165549,140244,118,-42,26,0,118,143,0,3131,2663,37,-100,41,0,10,77,0,8.01391
273139,198191,127,147949,113835,118,-15,46,0,220,185,0,2913,2419,38,1,69,0,-101,46,0,8.01684
168953,127337,119,220954,155043,117,196,120,0,163,367,0,722,587,0,64,87,0,8,69,0,8.01879
452372,226844,148,228040,147754,141,-54,81,0,33,164,0,6542,3859,63,32,104,0,11,64,0,8.01879
137485,104092,107,140270,109060,110,82,86,0,179,207,0,246,189,0,-173,42,0,2,91,0,8.01976
243283,169286,133,100815,73388,117,-106,41,0,75,145,0,4806,3810,47,20,77,0,85,104,0,8.02074
375475,241039,133,169984,115675,124,153,81,0,60,109,0,7536,5491,57,47,51,0,17,41,0,8.02171
254325,203886,116,151198,125983,110,932,697,0,7,115,0,-161,8,0,-76,58,0,-72,50,0,8.02171
238718,171365,130,82208,67353,112,-4,54,0,-58,45,0,2762,2256,35,-13,62,0,-96,23,0,8.02854
253570,160133,130,117011,79239,119,-67,53,0,34,72,0,3427,2716,40,47,77,0,-28,47,0,8.03342
233063,170823,133,63445,50922,108,-22,74,0,8,147,0,2343,1883,31,44,80,0,-137,48,0,8.03732
368430,235464,129,181253,116189,130,-74,51,0,53,143,0,5502,4084,51,-32,43,0,23,98,0,8.04317
194115,123507,132,136659,102865,114,-55,59,0,95,152,0,253,274,0,-64,90,0,3,81,0,8.04317
149725,95882,128,167273,120274,117,259,109,0,301,396,0,366,262,0,1,91,0,-8,57,0,8.04414
254673,180559,126,162139,119733,118,57,80,0,21,98,0,2198,1833,30,-169,23,0,-91,41,0,8.04707
187263,144118,129,82718,69078,111,23,62,0,133,143,0,2128,1793,28,14,63,0,110,82,0,8.04804
266438,160583,132,121330,80307,118,-183,49,0,70,105,0,2700,1985,38,121,67,0,-48,37,0,8.05682
200755,163761,128,89133,72580,109,76,84,0,68,118,0,1976,1813,27,-35,31,0,-103,13,0,8.05877
133650,100986,120,103386,66438,120,38,64,0,221,290,0,1351,442,0,22,63,0,52,101,0,8.06462
239888,148925,127,185100,118264,123,1267,779,0,55,141,0,78,76,0,101,63,0,20,78,0,8.06462
157344,114365,117,151448,128963,111,41,75,0,201,322,0,158,141,0,14,59,0,-42,41,0,8.06657
197950,158353,110,79835,66855,107,54,96,0,-66,122,0,102,110,0,-60,34,0,-53,29,0,8.06755
254292,187088,117,59313,45371,112,77,119,0,-81,76,0,805,632,0,57,86,0,-61,69,0,8.07047
200962,171587,102,84229,77006,77,-91,71,0,9,63,0,2621,2417,33,60,78,0,-55,37,0,8.08315
185652,159774,104,182258,151376,109,-1,44,0,241,242,0,102,145,0,8,56,0,-52,41,0,8.08315
256280,188285,134,102092,78054,116,0,67,0,18,99,0,1808,1463,25,-107,26,0,-3,49,0,8.0851
364182,241288,132,165503,111594,125,45,83,0,16,77,0,4384,3284,47,19,56,0,84,63,0,8.08607
338669,224629,129,273861,183368,129,39,47,0,-10,122,0,4775,3598,48,-44,35,0,11,41,0,8.08705
190046,136624,120,137481,110900,118,49,102,0,134,196,0,278,351,0,-59,59,0,-35,48,0,8.08998
390982,262659,125,152263,107143,122,25,97,0,11,61,0,5305,3920,50,-162,57,0,-18,68,0,8.08998
269008,181646,118,83797,56481,118,-11,60,0,-17,94,0,48,84,0,5,59,0,-63,66,0,8.08998
439477,284780,148,315115,215598,137,12,149,0,92,140,0,1971,1649,27,2,86,0,77,73,0,8.09095
319158,226074,126,114223,84025,117,47,63,0,-21,56,0,307,291,0,15,66,0,69,104,0,8.09193
275239,146528,144,215156,121161,147,18,133,0,391,273,0,390,213,0,-16,51,0,-23,48,0,8.09388
185725,135982,114,105728,80714,107,42,97,0,37,113,0,408,425,0,215,129,0,-119,55,0,8.09388
292735,192667,138,90208,66121,116,1889,1272,21,56,120,0,31,70,0,86,64,0,13,97,0,8.09583
358945,203351,152,204212,155698,127,61,88,0,53,80,0,6999,4424,63,-167,59,0,-51,43,0,8.10265
186408,132525,120,113717,86653,118,17,59,0,-37,49,0,1592,1293,22,78,72,0,-70,39,0,8.10363
262779,174091,129,119945,88015,119,-19,41,0,8,119,0,2598,2010,35,7,51,0,73,78,0,8.1046
333567,215251,129,113146,82009,122,51,111,0,58,99,0,2055,1553,29,-13,46,0,-63,66,0,8.10558
304831,196944,121,157550,122033,116,80,119,0,55,86,0,3191,2553,39,53,84,0,-57,33,0,8.1124
226970,168198,113,72505,53818,110,-51,59,0,71,106,0,2345,1877,32,-17,88,0,10,105,0,8.11436
233299,169226,127,99707,80683,112,37,53,0,76,154,0,4151,3302,43,-49,41,0,-24,38,0,8.11728
396078,255561,134,204276,145581,128,53,66,0,81,147,0,6026,4394,53,183,99,0,-24,56,0,8.12118
290651,179045,126,321485,221039,126,-47,57,0,272,218,0,2559,1923,35,142,104,0,57,58,0,8.12216
354078,241079,129,115495,78033,122,-27,38,0,27,67,0,5882,4582,51,53,48,0,18,95,0,8.12313
314416,216437,129,118980,85678,119,-17,88,0,152,159,0,1934,1566,27,-2,43,0,40,51,0,8.12313
276705,177263,124,111929,73964,118,98,76,0,-37,112,0,16,103,0,110,113,0,-54,70,0,8.12703
205459,166471,111,61133,54908,104,-8,85,0,-32,52,0,746,710,0,33,96,0,43,53,0,8.12703
236706,167864,116,146930,113575,114,-41,72,0,122,193,0,287,344,0,112,102,0,-44,22,0,8.13288
270811,197058,121,83260,60650,120,115,70,0,72,84,0,2507,2068,33,-17,76,0,96,85,0,8.13288
355341,189483,153,172991,99432,131,2885,1917,34,-15,80,0,41,129,0,134,76,0,-89,48,0,8.13386
162712,116221,130,162849,114162,118,-59,48,0,132,205,0,240,206,0,32,51,0,57,55,0,8.13386
318143,210206,134,132103,91346,121,-66,51,0,35,78,0,3707,2787,43,-17,63,0,134,104,0,8.13581
331334,203773,144,223507,158295,127,-47,49,0,60,119,0,5676,4328,52,-54,24,0,-108,35,0,8.13678
303554,211965,137,123787,83824,121,11,72,0,-43,90,0,2360,1881,34,16,89,0,-21,48,0,8.13678
307428,174321,128,124163,94236,128,24,50,0,46,88,0,238,139,0,39,62,0,-21,70,0,8.13873
126877,89353,121,115437,86022,115,54,124,0,283,258,0,461,350,0,-40,39,0,67,56,0,8.14166
209355,145498,117,86389,63781,114,93,54,0,79,113,0,796,713,0,167,126,0,0,32,0,8.14361
159310,129451,113,159546,112606,111,-1,70,0,208,147,0,286,251,0,-73,61,0,-69,41,0,8.14556
345702,237490,138,105305,72162,120,-77,21,0,34,127,0,5786,4086,53,210,110,0,5,70,0,8.14556
337401,216261,131,132085,88852,124,-43,61,0,-21,93,0,2309,1795,32,27,86,0,87,59,0,8.14653
199665,153426,109,84990,69761,109,-151,17,0,79,88,0,2125,1827,30,-60,38,0,-46,42,0,8.14849
182634,128184,126,183329,129806,122,78,94,0,216,244,0,1218,1008,3,33,45,0,-8,50,0,8.15239
184204,143476,113,65044,51130,107,1636,1224,18,13,152,0,30,79,0,-73,21,0,-77,36,0,8.16701
318726,200904,129,126350,91026,121,161,153,0,54,104,0,6978,5388,55,83,60,0,78,82,0,8.16799
282242,208956,122,72366,52669,112,1552,1103,11,20,89,0,59,87,0,81,51,0,-8,47,0,8.17091
379856,200271,153,200422,143288,133,124,79,0,262,204,0,4595,3044,51,6,53,0,-37,57,0,8.17189
205927,157422,131,64074,50939,109,1804,1288,21,-96,70,0,37,79,0,83,67,0,31,65,0,8.17286
446632,263409,136,207981,128921,132,-28,110,0,202,94,0,33,144,0,28,59,0,9,149,0,8.17774
274770,169508,139,210222,130736,127,2108,1362,26,-63,96,0,65,104,0,-12,71,0,1,68,0,8.17872
337581,222248,128,121435,79321,121,93,65,0,-42,70,0,3944,2882,44,34,85,0,2,75,0,8.18262
140375,122441,100,124669,100417,102,-49,42,0,232,200,0,218,183,0,-131,27,0,11,43,0,8.18262
226139,176070,121,62628,49971,108,2611,1915,30,-50,85,0,103,73,0,-82,33,0,-32,39,0,8.18847
311034,224130,120,88499,60089,119,-30,60,0,-37,47,0,-12,74,0,78,97,0,173,188,0,8.18944
160204,110663,120,214914,160572,115,73,67,0,393,395,0,444,419,0,-76,37,0,-13,55,0,8.19042
240150,178978,115,119255,94175,114,12,39,0,-7,149,0,3720,3098,41,131,95,0,3,61,0,8.19237
276890,195895,121,165798,109392,121,24,44,0,6,79,0,4283,3245,46,-57,20,0,-101,67,0,8.19237
360446,236880,139,204273,143997,128,29,54,0,199,190,0,2767,2000,40,5,112,0,-110,29,0,8.19529
324579,229330,123,150639,103463,120,58,105,0,15,102,0,5444,4316,49,-167,37,0,-156,50,0,8.20114
241654,174229,116,91488,71193,116,63,59,0,55,86,0,2515,1608,38,-26,40,0,4,100,0,8.20212
195871,134133,125,284107,210981,118,183,129,0,207,273,0,478,449,0,183,101,0,18,37,0,8.20407
339256,179806,139,343011,209029,134,3,48,0,257,236,0,468,360,0,-76,39,0,28,46,0,8.20504
284799,197319,125,115994,79821,122,25,48,0,-17,70,0,180,212,0,14,48,0,-60,47,0,8.20602
296293,213177,122,150257,106182,123,-77,25,0,220,179,0,3995,3297,43,87,58,0,-24,44,0,8.207
309552,214046,122,214166,150532,127,68,95,0,-12,87,0,5415,4075,50,55,80,0,-34,35,0,8.207
221507,170620,118,99000,72280,115,2232,1542,27,-111,38,0,63,103,0,100,76,0,4,49,0,8.20992
388838,252677,128,155938,104434,125,92,57,0,-34,100,0,4094,3108,46,-45,95,0,61,81,0,8.22747
356389,222435,145,104151,76948,117,138,104,0,47,68,0,2750,2073,36,73,70,0,118,79,0,8.23137
285924,201937,124,115989,85687,117,33,43,0,154,159,0,3874,2987,44,-72,67,0,19,84,0,8.23528
205336,149798,114,84888,64258,114,1554,1119,13,-109,15,0,164,116,0,50,53,0,29,59,0,8.23723
312919,235939,119,122070,86052,117,49,58,0,30,115,0,5012,4026,48,27,36,0,-41,41,0,8.23723
291439,208428,117,86837,65116,114,-58,55,0,-102,55,0,1658,1325,21,-60,48,0,-31,82,0,8.23723
219161,157698,115,79124,66064,113,-137,21,0,25,75,0,2234,1863,29,-50,70,0,42,47,0,8.2382
258088,147059,135,193555,125784,130,112,66,0,75,91,0,5618,3995,54,175,87,0,-72,57,0,8.2421
190709,151946,112,80648,63287,107,-111,38,0,58,133,0,-87,32,0,-59,84,0,39,51,0,8.2421
407015,248731,143,242424,152703,131,163,81,0,129,153,0,6324,4374,56,58,76,0,21,90,0,8.24308
126493,113789,98,111514,97618,103,69,125,0,238,200,0,128,150,0,46,97,0,31,55,0,8.24405
126513,87477,125,116415,80912,114,1472,961,0,-59,10,0,32,57,0,-83,57,0,-136,25,0,8.246
182109,129449,121,225443,172637,119,31,69,0,116,128,0,1365,1114,14,35,53,0,-83,86,0,8.24795
311182,203469,132,141728,101071,119,28,93,0,2,59,0,5493,4118,52,-48,38,0,29,53,0,8.2499
180480,128037,129,270692,181712,122,10,74,0,281,247,0,300,299,0,-109,27,0,-36,62,0,8.25185
306096,214195,138,88643,61602,119,-54,55,0,94,117,0,3617,2845,42,-32,38,0,63,56,0,8.25478
419843,265837,132,211302,145306,146,52,102,0,175,132,0,7533,5497,57,60,87,0,-44,36,0,8.2577
255591,178136,120,116897,94164,116,11,107,0,32,114,0,2240,1920,29,123,70,0,-88,63,0,8.25868
145239,102183,124,168430,115361,114,477,337,0,-55,82,0,-66,95,0,-119,46,0,-84,76,0,8.26258
249213,135502,131,262911,151038,129,60,105,0,155,142,0,1863,1212,23,36,48,0,-22,47,0,8.26453
216662,144268,114,85453,60740,116,-71,19,0,-17,46,0,689,535,0,-21,47,0,-4,73,0,8.26453
350015,219970,125,226460,158520,128,39,88,0,21,55,0,3987,2933,45,92,56,0,54,75,0,8.26843
159819,123148,124,110873,82291,110,130,85,0,4,83,0,2410,2221,31,-110,52,0,166,104,0,8.26843
238909,148212,133,242884,149694,131,15,109,0,164,120,0,6426,3997,61,-102,39,0,49,67,0,8.27136
356905,251054,125,234985,159597,125,59,87,0,125,128,0,3900,2973,44,-64,46,0,-37,78,0,8.27136
228244,150758,122,176503,128317,120,45,66,0,-16,81,0,2451,1900,33,43,86,0,-100,47,0,8.27818
363432,240544,136,180738,125476,123,-112,44,0,65,104,0,4351,3257,46,4,81,0,135,91,0,8.27916
297708,225376,117,148110,107993,117,-114,45,0,159,117,0,1725,1403,23,-126,37,0,-106,67,0,8.28111
213363,157874,117,130786,97461,118,906,739,0,-104,46,0,92,96,0,76,54,0,-74,20,0,8.28208
224868,145650,119,133890,94611,122,-176,31,0,16,85,0,-52,40,0,131,76,0,161,98,0,8.28403
221920,149400,128,111348,73634,115,1322,972,0,73,112,0,-18,108,0,85,102,0,124,81,0,8.28501
459686,255044,144,258619,191663,135,101,81,0,134,123,0,5476,3527,57,54,120,0,-7,38,0,8.28598
186460,137019,113,117075,87396,117,79,76,0,-108,71,0,-71,46,0,-59,33,0,-103,26,0,8.28988
306522,199034,124,139146,92179,122,-186,58,0,162,122,0,7474,5271,58,-29,33,0,95,72,0,8.29379
197335,155705,115,75841,61843,113,65,98,0,22,124,0,2620,2217,35,-58,45,0,74,61,0,8.29379
191124,140998,113,89222,67434,111,965,715,0,-25,65,0,7,73,0,-80,66,0,-57,31,0,8.29476
254757,178748,130,131944,97861,118,89,88,0,-12,122,0,3069,2625,38,18,56,0,22,66,0,8.30939
238050,145576,121,52839,31695,117,-22,43,0,-52,63,0,615,410,0,31,74,0,-46,24,0,8.31036
258718,144236,138,188685,129357,121,99,101,0,-45,106,0,3561,2662,42,20,55,0,-5,74,0,8.31329
545696,274871,147,291068,152579,146,42,91,0,191,165,0,5223,3192,57,-51,54,0,60,90,0,8.31524
400017,226401,137,229712,142670,138,-95,51,0,-55,134,0,5148,3147,57,-14,68,0,-68,82,0,8.32109
237318,165066,122,72157,59408,110,120,95,0,166,148,0,1286,986,0,176,127,0,12,80,0,8.32499
284780,190424,129,143452,96702,123,2,51,0,175,132,0,2469,1945,35,88,100,0,24,81,0,8.32597
193221,141315,121,76590,59510,112,-87,45,0,77,92,0,-70,24,0,37,53,0,13,69,0,8.32889
471848,284325,136,129073,102488,126,127,91,0,66,94,0,5010,2972,55,-13,54,0,-90,35,0,8.33084
176927,128115,111,166672,137186,114,2,51,0,255,211,0,627,629,0,-14,44,0,92,98,0,8.33669
211744,156069,116,64337,50537,109,62,94,0,30,77,0,227,146,0,-40,66,0,-179,47,0,8.34157
339302,221732,133,152963,121306,121,100,125,0,-6,93,0,4189,3276,45,-50,48,0,-56,37,0,8.34254
410953,232262,147,184216,116688,131,97,101,0,-18,61,0,7437,4939,60,110,70,0,36,52,0,8.34449
206267,138501,118,47910,36384,108,41,100,0,66,95,0,1024,857,0,28,48,0,-66,60,0,8.34449
310277,222222,125,134797,102903,120,186,160,0,170,183,0,1133,873,0,15,53,0,41,25,0,8.34742
197956,107405,131,256955,143253,129,2854,1519,38,11,69,0,-17,56,0,101,79,0,69,119,0,8.34839
144880,119333,116,140074,112411,109,158,118,0,218,244,0,370,353,0,127,125,0,-44,38,0,8.34937
289207,193182,126,181302,142077,120,-18,38,0,-66,80,0,-129,102,0,94,56,0,-95,41,0,8.35132
309120,191682,125,163269,123913,125,153,173,0,64,172,0,6731,4900,55,-86,72,0,1,61,0,8.35912
323418,228571,123,222375,172599,126,145,100,0,-40,89,0,3706,2736,44,-7,51,0,47,35,0,8.3601
170653,129108,113,108612,79479,112,112,105,0,0,76,0,597,436,0,100,91,0,-10,59,0,8.36205
183646,140054,112,74271,64348,102,80,78,0,47,131,0,2075,1869,28,-105,19,0,-120,47,0,8.36205
280708,192490,122,66795,51823,115,35,66,0,-3,80,0,2679,2086,36,57,88,0,58,92,0,8.37082
295283,193679,129,119967,83541,117,-127,40,0,17,66,0,2908,2308,38,-69,49,0,15,74,0,8.37765
245006,180693,126,105747,83187,114,161,108,0,-37,84,0,3476,2722,41,62,91,0,6,59,0,8.3796
314370,210783,130,234224,177778,122,58,76,0,153,112,0,5419,4238,49,-78,48,0,49,57,0,8.3835
188329,152310,117,198372,148855,114,19,93,0,195,238,0,249,219,0,35,110,0,65,77,0,8.38448
166753,117627,122,165963,136426,118,115,79,0,146,212,0,276,295,0,-26,55,0,44,61,0,8.38643
180619,136450,113,111755,76037,117,-44,64,0,99,176,0,198,135,0,65,86,0,11,42,0,8.38643
296336,163453,139,96924,70281,119,93,52,0,52,68,0,1130,843,0,-78,49,0,-18,47,0,8.38838
227471,168129,112,103276,72906,113,76,95,0,-22,78,0,2486,2107,33,10,43,0,54,57,0,8.39228
406248,279827,132,235285,162881,125,92,101,0,52,71,0,8387,6229,59,-8,56,0,-37,42,0,8.39325
276621,166739,128,134187,102201,119,-9,117,0,-3,86,0,5209,4022,49,-57,109,0,-16,22,0,8.39325
289484,210527,139,209392,143976,124,132,84,0,144,112,0,5049,3215,55,148,94,0,82,77,0,8.39423
318771,210281,127,174496,114403,124,158,85,0,81,99,0,3113,2322,41,-91,41,0,4,55,0,8.39813
339699,245265,124,139692,98950,119,185,106,0,87,107,0,4228,3369,44,40,62,0,39,75,0,8.3991
279148,207280,119,144554,107909,116,-37,44,0,59,128,0,2916,2359,36,48,62,0,35,89,0,8.3991
199230,141394,112,149024,111182,115,102,61,0,-111,88,0,-17,51,0,-15,63,0,128,106,0,8.3991
256167,185416,123,171704,137083,115,-67,31,0,339,337,0,1402,1436,19,5,52,0,8,60,0,8.40008
341955,224524,134,139411,95454,123,3775,2539,41,-65,63,0,-34,105,0,-115,22,0,61,86,0,8.40105
258190,183785,124,73312,56508,110,557,353,0,49,125,0,20,93,0,70,96,0,-33,79,0,8.40105
157722,128853,117,134970,110766,113,65,86,0,243,298,0,425,363,0,-56,66,0,-103,33,0,8.403
187848,109519,140,292428,158477,140,172,86,0,277,163,0,2077,1480,28,76,82,0,65,58,0,8.403
263745,197444,135,163994,114965,135,40,105,0,250,145,0,5136,4239,47,-16,52,0,-88,48,0,8.40495
254471,177543,119,89032,65445,113,6,93,0,-51,61,0,1600,1332,23,-65,55,0,-30,42,0,8.41373
254860,182066,119,109196,76579,117,-53,43,0,-75,49,0,2460,1953,33,-14,41,0,-62,45,0,8.41471
229092,186949,124,146990,110476,131,-106,23,0,12,73,0,4363,3964,42,-16,83,0,42,44,0,8.41471
373774,245901,131,136815,109019,120,97,67,0,20,100,0,5057,3769,50,-17,49,0,70,83,0,8.43226
293374,204706,133,109579,77207,119,97,72,0,197,186,0,3749,2865,44,58,64,0,69,71,0,8.43323
176065,134183,112,171327,130054,115,42,79,0,188,271,0,470,303,0,-23,50,0,-47,46,0,8.43421
378011,256309,145,146994,101297,123,54,95,0,201,222,0,2477,1858,34,-46,62,0,-33,53,0,8.43421
529950,300399,144,302791,185492,138,62,69,0,68,130,0,10778,7551,66,106,92,0,-166,33,0,8.43518
406723,276280,131,170479,105852,126,46,67,0,140,136,0,5114,3647,52,48,51,0,70,61,0,8.43909
212380,139785,121,248483,150817,124,2140,1162,24,-25,111,0,-193,49,0,-49,72,0,-89,32,0,8.44104
309706,173028,133,120640,73105,129,1338,942,0,52,54,0,103,90,0,18,53,0,-74,29,0,8.44201
387992,237875,150,160809,101327,127,124,93,0,96,164,0,4948,3542,51,123,102,0,61,83,0,8.44299
181252,117319,121,188288,133417,122,-73,58,0,254,241,0,601,516,0,80,73,0,59,67,0,8.44494
372301,212839,136,260503,150586,138,-56,36,0,147,128,0,7648,4884,64,-85,53,0,79,96,0,8.44494
192188,123025,125,121424,85885,113,-91,39,0,-14,93,0,91,77,0,66,57,0,81,72,0,8.44689
334565,220197,125,93308,65230,121,182,80,0,61,93,0,6620,4899,54,-42,80,0,-30,52,0,8.44786
328686,215201,134,129184,90876,121,-60,72,0,41,171,0,4014,3077,45,-12,57,0,81,57,0,8.45859
261882,189699,137,90919,70715,113,4,50,0,-84,73,0,3765,2945,42,14,54,0,-71,48,0,8.45859
235881,170948,126,75443,59744,112,1329,985,0,120,149,0,57,93,0,77,109,0,-52,37,0,8.45859
424348,239958,145,194295,109876,135,-9,72,0,-23,112,0,6125,4035,57,-16,43,0,-44,67,0,8.46054
360131,248926,121,160803,121456,118,4,66,0,-76,96,0,4658,3320,49,182,124,0,-81,53,0,8.46054
182195,125270,111,214786,156392,119,198,152,0,394,342,0,-77,145,0,2,68,0,-53,31,0,8.46249
251997,173272,139,118941,86495,116,-72,34,0,84,59,0,4879,3811,48,-27,58,0,-10,37,0,8.46639
210639,135168,125,149554,101793,118,30,65,0,-51,98,0,-97,34,0,-41,33,0,50,110,0,8.46639
284861,217011,118,153885,124740,115,123,91,0,53,89,0,2124,1863,30,-93,57,0,-95,42,0,8.47224
281915,196678,121,89164,64796,116,8,50,0,107,129,0,4443,3397,46,35,67,0,-10,75,0,8.47419
211484,155306,114,144661,117321,113,-194,26,0,-40,56,0,1779,1503,26,19,47,0,-99,59,0,8.47712
330954,225599,120,99141,89487,113,-72,37,0,53,77,0,1775,1514,25,25,57,0,-2,32,0,8.47809
296497,164947,127,194097,137124,129,-16,46,0,50,111,0,3957,2961,46,-57,63,0,154,86,0,8.48102
294417,202231,122,81281,57083,114,-87,33,0,-83,63,0,4960,3930,48,-2,49,0,-68,47,0,8.48687
324342,211468,128,145339,115353,116,102,63,0,-16,47,0,5702,4398,51,-78,44,0,-160,22,0,8.48784
439282,273946,133,233826,146030,132,1405,871,0,109,87,0,31,78,0,29,76,0,-85,54,0,8.48882
129894,110033,92,114373,95641,103,93580,87234,102,222,273,0,115,67,0,-13,71,0,27,48,0,8.48882
144501,125119,106,151117,122185,110,48,98,0,69,193,0,351,320,0,-21,34,0,-71,37,0,8.48979
227741,175432,122,300557,230008,116,77,73,0,521,445,0,83,129,0,-26,46,0,-48,47,0,8.49272
358646,238850,134,126428,87206,123,205,106,0,-75,24,0,4421,3435,47,63,89,0,-22,43,0,8.49272
