"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
88240.6,50075,115485,40820.6,27718,96515.7,122.64,94.5,28.98,162.75,7080.3,113.28,0.423608
42695.1,32321,86571.1,10109.4,8361,79240.5,3.36,5.46,64.26,71.61,3905.1,43.07,0.426883
79926.7,51307,102093,25687.2,17062,98665.8,22.68,38.64,16.8,81.84,7024.5,84.37,0.426883
79193.8,46385,111891,36776.9,25669,93895.7,59.64,39.06,-17.22,126.48,6040.8,33.63,0.426883
77702.8,43248,117747,40910.5,21496,124726,44.52,69.3,-2.1,146.94,8716.5,96.76,0.426883
78775.9,41668,123900,34329.1,16248,138466,131.88,80.22,42.42,163.68,10489.5,159.89,0.427975
93543.8,61225,100130,35827.7,18233,128778,146.16,94.5,85.68,106.95,2235.6,110.33,0.429067
105506,56954,121404,58890.7,36407,106009,181.44,90.72,98.7,262.26,17263.8,171.1,0.430159
83141.1,48411,112552,31390.8,22422,91750.4,111.72,38.64,32.34,148.8,4821.3,102.07,0.43125
63310.8,48253,85987.1,15698.8,12960,79385.3,39.48,44.94,14.28,86.49,3216.6,74.93,0.43125
74073.3,52267,92878.3,46959.4,29206,105373,122.64,107.52,10.92,95.79,5817.6,74.34,0.43125
85026.9,54467,102306,25697.3,19903,84615.2,48.72,60.9,90.3,94.86,5737.5,50.15,0.432342
40795.3,24695,108263,40870.2,23259,115158,57.96,54.6,28.98,112.53,5380.2,136.29,0.433434
55913.9,39449,92888.9,45316.3,30868,96211.3,109.2,78.12,24.36,153.45,6788.7,111.51,0.433434
56726.6,40100,92709.1,10927.6,8920,80285.7,29.4,19.32,6.3,73.47,5249.7,31.86,0.434526
60706.8,29664,134118,75815,30316,163894,259.56,141.96,111.72,167.4,5876.1,243.67,0.434526
46552.1,30306,100668,51148.4,30286,110680,176.4,107.52,113.4,85.56,3737.7,145.14,0.434526
117668,77578,99403,27473.9,22010,81805,62.16,65.52,12.6,171.12,7004.7,33.63,0.435618
